ort,zusatz,bundesland,plz,lat,lon
Ankermühle,b Heilbad Heiligenstadt,Thüringen,37308,51.38965,10.16816
Ankershagen,,Mecklenburg-Vorpommern,17219,53.53678,12.93072
Anklam,,Mecklenburg-Vorpommern,17389,53.83929,13.67289
Ankum,,Niedersachsen,49577,52.54109,7.87143
Anna Luisenhof,,Mecklenburg-Vorpommern,18239,53.98913,11.89085
Annaberg,b Bad Dürkheim,Rheinland-Pfalz,67098,49.45906,8.09448
Annaberg-Buchholz,,Sachsen,09456,50.5815,13.05523
Annaburg,Sachs-Anh,Sachsen-Anhalt,06925,51.73072,13.04439
Annahütte,,Brandenburg,01994,51.56111,13.89658
Annarode,,Sachsen-Anhalt,06308,51.58307,11.49236
Anning,"b St Georgen, Chiemgau",Bayern,83368,47.96918,12.56712
Annweiler,am Trifels,Rheinland-Pfalz,76855,49.20223,7.97003
Anröchte,,Nordrhein-Westfalen,59609,51.54762,8.30906
Ansbach,Mittelfr,Bayern,91522,49.29993,10.55958
Anschau,,Rheinland-Pfalz,56729,50.36912,7.15165
Antdorf,,Bayern,82387,47.75555,11.30851
Antrifttal,,Hessen,36326,50.79494,9.18421
Antweiler,b Adenau,Rheinland-Pfalz,53533,50.41461,6.8077
Anzing,b München,Bayern,85646,48.15152,11.85186
Apelern,,Niedersachsen,31552,52.30161,9.33682
Apen,,Niedersachsen,26689,53.20066,7.79464
Apenburg,,Sachsen-Anhalt,38486,52.62603,11.17187
Apensen,,Niedersachsen,21641,53.44272,9.60803
Apfeldorf,,Bayern,86974,47.89203,10.93503
Apfelstädt,,Thüringen,99192,50.91055,10.91512
Apfeltrach,,Bayern,87742,48.00206,10.50376
Apolda,,Thüringen,99510,51.01108,11.50044
Appel,Nordheide,Niedersachsen,21279,53.37202,9.73968
Appelbeck,,Niedersachsen,21279,53.37202,9.73968
Appeln,,Niedersachsen,27616,53.43477,8.79697
Appen,Kr Pinneberg,Schleswig-Holstein,25482,53.65962,9.74244
Appenheim,Rheinhess,Rheinland-Pfalz,55437,49.93033,8.03292
Appenrode,b Ellrich,Thüringen,99768,51.57709,10.7875
Appensee,,Baden-Württemberg,74597,49.07274,10.13028
Appenweier,,Baden-Württemberg,77767,48.53294,7.98219
Apperting,,Bayern,83376,47.96117,12.50055
Arbach,,Rheinland-Pfalz,56769,50.2767,7.00707
Arberg,,Bayern,91722,49.1446,10.61725
Aremberg,Eifel,Rheinland-Pfalz,53533,50.41461,6.8077
Arendsee,(Altmark),Sachsen-Anhalt,39619,52.85946,11.44928
Arendsee,b Prenzlau,Brandenburg,17291,53.3194,13.87248
Arenrath,,Rheinland-Pfalz,54518,49.95221,6.81812
Arensdorf,"b Fürstenwalde, Spree",Brandenburg,15518,52.38647,14.19504
Arensdorf,"b Köthen, Anh",Sachsen-Anhalt,06369,51.71349,12.0183
Arenshausen,,Thüringen,37318,51.36287,10.07218
Arensnest,,Brandenburg,14827,52.11411,12.45576
Arenzhain,,Brandenburg,03253,51.64717,13.49567
Aresing,Oberbay,Bayern,86561,48.53589,11.30101
Arft,,Rheinland-Pfalz,56729,50.36912,7.15165
Argenbühl,,Baden-Württemberg,88260,47.69809,9.94973
Argenschwang,,Rheinland-Pfalz,55595,49.86385,7.73176
Argenthal,,Rheinland-Pfalz,55496,49.97143,7.59823
Arholzen,,Niedersachsen,37627,51.85165,9.61033
Arkebek,,Schleswig-Holstein,25767,54.14287,9.27245
Arleting,,Bayern,83374,47.94545,12.60182
Arlewatt,,Schleswig-Holstein,25860,54.52126,9.08114
Armsheim,Rheinhess,Rheinland-Pfalz,55288,49.83958,8.15934
Armstedt,,Schleswig-Holstein,24616,53.99809,9.84534
Armstorf,Niederelbe,Niedersachsen,21769,53.63018,9.09834
Arnbruck,,Bayern,93471,49.13036,12.99965
Arneburg,,Sachsen-Anhalt,39596,52.7276,11.95016
Arnis,,Schleswig-Holstein,24399,54.62981,9.92925
Arnsau,,Rheinland-Pfalz,53547,50.56516,7.3806
Arnsbach,b Probstzella,Thüringen,07330,50.52977,11.3828
Arnsberg,Westf,Nordrhein-Westfalen,59755,51.42118,8.00745
Arnschwang,,Bayern,93473,49.2747,12.81586
Arnsdorf,b Dresden,Sachsen,01477,51.09461,13.98915
Arnsdorf,"b Jessen, Elster",Sachsen-Anhalt,06917,51.83464,12.98299
Arnsgereuth,,Thüringen,07318,50.63519,11.35947
Arnsgrün,b Zeulenroda,Thüringen,07952,50.59186,11.99433
Arnshöfen,,Rheinland-Pfalz,56244,50.553,7.80532
Arnsnesta,,Brandenburg,04916,51.72081,13.2298
Arnstadt,,Thüringen,99310,50.8101,10.96409
Arnstedt,,Sachsen-Anhalt,06333,51.66227,11.46802
Arnstein,"Kloster, Lahn",Rheinland-Pfalz,56379,50.28074,7.83452
Arnstein,Unterfr,Bayern,97450,49.98428,9.9364
Arnstorf,,Bayern,94424,48.55786,12.81756
Arpsdorf,,Schleswig-Holstein,24634,54.04905,9.91718
Arpshagen,,Mecklenburg-Vorpommern,23948,53.95172,11.12204
Arrach,Bayerischer Wald,Bayern,93474,49.19762,12.99621
Arras,b Rochlitz,Sachsen,09326,51.0778,12.9057
Artamhof,,Rheinland-Pfalz,66849,49.3982,7.56026
Artern,,Thüringen,06556,51.36678,11.29191
Artlenburg,,Niedersachsen,21380,53.36859,10.48238
Arzbach,Westerw,Rheinland-Pfalz,56337,50.37664,7.72122
Arzberg,Oberfr,Bayern,95659,50.05777,12.18936
Arzberg,b Torgau,Sachsen,04886,51.57648,13.08535
Arzfeld,,Rheinland-Pfalz,54687,50.08652,6.26532
Asbach,Brenz,Baden-Württemberg,89522,48.6629,10.16581
Asbach,Hunsrück,Rheinland-Pfalz,55758,49.8124,7.25528
Asbach,Westerw,Rheinland-Pfalz,53567,50.68264,7.41828
Asbach,b Schmalkalden,Thüringen,98574,50.72204,10.43946
Asbach-Bäumenheim,,Bayern,86663,48.68852,10.82504
Asbach-Sickenberg,,Thüringen,37318,51.36287,10.07218
Asbacherhütte,,Rheinland-Pfalz,55758,49.8124,7.25528
Ascha,,Bayern,94347,48.99752,12.63744
Aschaffenburg,,Bayern,63739,49.97436,9.14975
Aschara,,Thüringen,99958,51.09378,10.75017
Aschau,a. Inn,Bayern,84544,48.19906,12.35203
Aschau,b Rudolstadt,Thüringen,07426,50.65898,11.11527
Aschau,i. Chiemgau,Bayern,83229,47.78054,12.32438
Aschbach,Pfalz,Rheinland-Pfalz,67753,49.61068,7.67519
Aschbach,b Irschenberg,Bayern,83739,51.16569,10.45153
Ascheberg,(Holstein),Schleswig-Holstein,24326,54.15081,10.34118
Ascheberg,Westf,Nordrhein-Westfalen,59387,51.79566,7.62526
Ascheffel,,Schleswig-Holstein,24358,54.42433,9.6854
Aschendorf,Stadt Papenburg,Niedersachsen,26871,53.05213,7.41043
Aschenhausen,,Thüringen,98634,50.60617,10.1562
Aschenhütte,Harz,Niedersachsen,37412,51.62015,10.32479
Aschersleben,Sachs-Anh,Sachsen-Anhalt,06449,51.77931,11.47298
Aschheim,,Bayern,85609,48.1853,11.72037
Aseleben,,Sachsen-Anhalt,06317,51.46083,11.67133
Asendorf,Nordheide,Niedersachsen,21271,53.25393,9.98069
Asendorf,b Bruchhausen-Vilsen,Niedersachsen,27330,52.7724,9.00453
Aspach,b Backnang,Baden-Württemberg,71546,48.99265,9.39585
Aspach,"b Gotha, Thür",Thüringen,99880,50.93185,10.56086
Aspelhorn,,Niedersachsen,21388,53.14098,10.14633
Aspenstedt,,Sachsen-Anhalt,38822,51.93746,11.05498
Asperg,,Baden-Württemberg,71679,48.9065,9.14113
Aspisheim,,Rheinland-Pfalz,55459,49.90648,7.98109
Assamstadt,,Baden-Württemberg,97959,49.43366,9.68325
Asselfingen,,Baden-Württemberg,89176,48.52983,10.19148
Ast,Gem Frauenneuharting,Bayern,83565,48.02156,12.03508
Ast,Oberpf,Bayern,93449,49.37832,12.70581
Astert,,Rheinland-Pfalz,57627,50.6571,7.80794
Ateritz,,Sachsen-Anhalt,06901,51.78455,12.65939
Athenstedt,,Sachsen-Anhalt,38822,51.93746,11.05498
Attendorn,,Nordrhein-Westfalen,57439,51.10351,7.86665
Attenhausen,Rhein-Lahn-Kr,Rheinland-Pfalz,56370,50.29585,7.91754
Attenhofen,i d Hallertau,Bayern,84091,48.66169,11.86064
Attenkirchen,,Bayern,85395,48.49194,11.73555
Attenweiler,,Baden-Württemberg,88448,48.1356,9.69881
Atterwasch,,Brandenburg,03172,51.94751,14.56902
Atting,b Straubing,Bayern,94348,48.89411,12.48834
Atzelgift,,Rheinland-Pfalz,57629,50.69809,7.81941
Atzendorf,b Staßfurt,Sachsen-Anhalt,39443,51.89816,11.63385
Atzlbach,,Bayern,83364,47.83296,12.74977
Au,Breisgau,Baden-Württemberg,79280,47.95475,7.83593
Au,a Inn,Bayern,83546,48.17294,12.31377
Au,am Rhein,Baden-Württemberg,76474,48.95167,8.23665
Au,b Neukirchen a Teisenberg,Bayern,83364,47.83296,12.74977
Au,i d Hallertau,Bayern,84072,48.55554,11.70868
Aub,Unterfr,Bayern,97239,49.54668,10.04199
Aubstadt,,Bayern,97633,50.32537,10.42912
Audenhain,,Sachsen,04838,51.4869,12.6412
Auderath,,Rheinland-Pfalz,56766,50.18685,7.00246
Aue,Sachs,Sachsen,08280,50.59431,12.70618
Aue a Berg,,Thüringen,07318,50.63519,11.35947
Auel,b St Goarshausen,Rheinland-Pfalz,56357,50.19177,7.77045
Auen,b Monzingen,Rheinland-Pfalz,55569,49.79928,7.59146
Auenwald,,Baden-Württemberg,71549,48.93333,9.52349
Auerbach,/Vogtl.,Sachsen,08209,50.4823,12.43222
Auerbach,Erzgeb,Sachsen,09392,50.68768,12.91218
Auerbach,Niederbay,Bayern,94530,48.80348,13.10028
Auerbach,Oberpf,Bayern,91275,49.69176,11.62871
Auerberg,Oberpf,Bayern,95703,49.78342,12.30869
Auerstedt,,Thüringen,99518,51.0879,11.62857
Auetal,,Niedersachsen,31749,52.24338,9.25983
Aufhausen,Oberpf,Bayern,93089,48.87659,12.28526
Aufkirchen,b Unterschweinbach,Bayern,82282,51.16569,10.45153
Aufseß,,Bayern,91347,49.88421,11.22641
Auggen,,Baden-Württemberg,79424,47.78806,7.59099
Augsburg,Bay,Bayern,86150,48.36657,10.89861
Augsdorf,,Sachsen-Anhalt,06308,51.58307,11.49236
Augustdorf,,Nordrhein-Westfalen,32832,51.89782,8.75042
Augustusburg,,Sachsen,09573,50.80817,13.10433
Auhagen,,Niedersachsen,31553,52.39721,9.26839
Auhausen,Schwab,Bayern,86736,49.01129,10.584
Auhof,b Crailsheim,Baden-Württemberg,74564,49.14113,10.04932
Aukrug,,Schleswig-Holstein,24613,54.06945,9.77968
Auleben,,Thüringen,99765,51.44697,10.87992
Aulendorf,Württ,Baden-Württemberg,88326,47.94266,9.65569
Aull,,Rheinland-Pfalz,65582,50.37754,8.01323
Aulosen,,Sachsen-Anhalt,39615,52.88777,11.75233
Auma,,Thüringen,07955,50.70673,11.90109
Aumühle,b Hamburg,Schleswig-Holstein,21521,53.52543,10.31347
Aura,a d Saale,Bayern,97717,50.15195,10.03705
Aura,i. Sinngrund,Bayern,97773,50.19437,9.53714
Aurach,Mittelfr,Bayern,91589,49.24647,10.4154
Aurachtal,,Bayern,91086,49.57884,10.82108
Aurich,Ostfriesland,Niedersachsen,26603,53.48692,7.52095
Ausacker,,Schleswig-Holstein,24975,54.74961,9.56203
Ausleben,,Sachsen-Anhalt,39393,52.08624,11.11985
Authausen,,Sachsen,04849,51.60345,12.65036
Auufer,,Schleswig-Holstein,25548,53.96511,9.71149
Auw,an der Kyll,Rheinland-Pfalz,54664,49.90619,6.63557
Auw,bei Prüm,Rheinland-Pfalz,54597,50.13897,6.34764
Auwies,"b St Oswald, Niederbay",Bayern,94568,48.89124,13.42844
Außernzell,,Bayern,94532,48.72395,13.20272
Aventoft,,Schleswig-Holstein,25927,54.8688,8.73387
Averlak,,Schleswig-Holstein,25715,53.94999,9.13863
Axien,,Sachsen-Anhalt,06922,51.16569,10.45153
Axstedt,,Niedersachsen,27729,53.3105,8.82622
Aying,,Bayern,85653,47.96563,11.75392
Ayl,Saar,Rheinland-Pfalz,54441,49.63944,6.54156
Aystetten,,Bayern,86482,48.41022,10.77066
Azmannsdorf,,Thüringen,99198,50.96935,11.15475
Aßlar,,Hessen,35614,50.61322,8.435
Aßling,,Bayern,85617,47.99217,12.00534
Baabe,Ostseebad,Mecklenburg-Vorpommern,18586,54.34211,13.69412
Baalberge,,Sachsen-Anhalt,06408,51.80198,11.66856
Baar,(Schwaben),Bayern,86674,48.58349,10.96916
Baar,Eifel,Rheinland-Pfalz,56729,50.36912,7.15165
Baar-Ebenhausen,,Bayern,85107,48.67309,11.46504
Baarz,,Brandenburg,19309,53.08315,11.49815
Baasdorf,,Sachsen-Anhalt,06388,51.68128,11.91583
Babben,,Brandenburg,03246,51.70969,13.78458
Baben,,Sachsen-Anhalt,39596,52.7276,11.95016
Babenhausen,Hess,Hessen,64832,49.95136,8.94863
Babenhausen,Schwab,Bayern,87727,48.15207,10.23963
Babensham,,Bayern,83547,48.09046,12.28426
Babke,,Mecklenburg-Vorpommern,17237,53.35873,13.24523
Babst,,Mecklenburg-Vorpommern,23992,53.8647,11.68699
Bach,a d Donau,Bayern,93090,49.02269,12.30333
Bach,b Irschenberg,Bayern,83739,51.16569,10.45153
Bach,b Neukirchen a Teisenberg,Bayern,83364,47.83296,12.74977
Bach,b Wurzen,Sachsen,04828,51.36439,12.68831
Bacharach,,Rheinland-Pfalz,55422,50.06043,7.76825
Bachenberg,,Rheinland-Pfalz,57610,50.68244,7.66258
Bachfeld,,Thüringen,96528,50.39618,11.0055
Bachhagel,,Bayern,89429,48.63288,10.3311
Bachzelten,,Bayern,84428,48.31041,12.27473
Backnang,,Baden-Württemberg,71522,48.9489,9.43311
Bad Abbach,,Bayern,93077,48.92673,12.05506
Bad Aibling,,Bayern,83043,47.87895,12.00707
Bad Alexandersbad,,Bayern,95680,50.01019,12.02906
Bad Arolsen,,Hessen,34454,51.40145,8.99552
Bad Bayersoien,,Bayern,82435,47.6925,10.99202
Bad Bederkesa,,Niedersachsen,27624,53.6247,8.84154
Bad Bellingen,Baden,Baden-Württemberg,79415,47.71804,7.54954
Bad Bentheim,,Niedersachsen,48455,52.29737,7.0992
Bad Bergzabern,,Rheinland-Pfalz,76887,49.10351,7.9992
Bad Berka,,Thüringen,99438,50.89675,11.26789
Bad Berleburg,,Nordrhein-Westfalen,57319,51.0665,8.39664
Bad Berneck,i. Fichtelgebirge,Bayern,95460,50.04335,11.66531
Bad Bertrich,,Rheinland-Pfalz,56864,50.07097,7.03559
Bad Bevensen,,Niedersachsen,29549,53.08124,10.58944
Bad Bibra,,Sachsen-Anhalt,06647,51.18797,11.53109
Bad Birnbach,Rottal,Bayern,84364,48.44806,13.06718
Bad Blankenburg,,Thüringen,07422,50.64584,11.25088
Bad Bocklet,,Bayern,97708,50.27529,10.05422
Bad Bodenteich,,Niedersachsen,29389,52.8328,10.67422
Bad Brambach,,Sachsen,08648,50.22131,12.30798
Bad Bramstedt,,Schleswig-Holstein,24576,53.91034,9.84381
Bad Breisig,,Rheinland-Pfalz,53498,50.49918,7.27165
Bad Brückenau,,Bayern,97769,50.30364,9.78495
Bad Buchau,,Baden-Württemberg,88422,48.06185,9.60795
Bad Camberg,,Hessen,65520,50.31121,8.2913
Bad Colberg-Heldburg,,Thüringen,98663,50.2795,10.72455
Bad Ditzenbach,,Baden-Württemberg,73342,48.5861,9.6974
Bad Doberan,,Mecklenburg-Vorpommern,18209,54.09947,11.87608
Bad Driburg,,Nordrhein-Westfalen,33014,51.73673,9.04908
Bad Düben,,Sachsen,04849,51.60345,12.65036
Bad Dürkheim,,Rheinland-Pfalz,67098,49.45906,8.09448
Bad Dürrenberg,,Sachsen-Anhalt,06231,51.27929,12.09208
Bad Dürrheim,Schwarzw,Baden-Württemberg,78073,47.97693,8.60236
Bad Eilsen,,Niedersachsen,31707,52.24133,9.10203
Bad Elster,,Sachsen,08645,50.28218,12.23254
Bad Ems,,Rheinland-Pfalz,56130,50.35051,7.72275
Bad Emstal,,Hessen,34308,51.26587,9.24214
Bad Endbach,,Hessen,35080,50.75638,8.47842
Bad Endorf,Oberbay,Bayern,83093,47.90666,12.31012
Bad Essen,,Niedersachsen,49152,52.34048,8.39551
Bad Feilnbach,,Bayern,83075,47.79961,11.9995
Bad Frankenhausen,,Thüringen,06567,51.35633,11.11089
Bad Freienwalde,(Oder),Brandenburg,16259,52.79807,14.01577
Bad Friedrichshall,,Baden-Württemberg,74177,49.2371,9.21015
Bad Füssing,,Bayern,94072,48.33789,13.31606
Bad Gandersheim,,Niedersachsen,37581,51.86727,10.05837
Bad Gottleuba,,Sachsen,01816,50.84846,13.94071
Bad Griesbach,i. Rottal,Bayern,94086,48.4523,13.20603
Bad Grund,Harz,Niedersachsen,37539,51.80949,10.23856
Bad Grönenbach,Allgäu,Bayern,87730,47.87169,10.24024
Bad Harzburg,,Niedersachsen,38667,51.87586,10.56552
Bad Heilbrunn,,Bayern,83670,47.75556,11.45789
Bad Herrenalb,,Baden-Württemberg,76332,48.7978,8.44263
Bad Hersfeld,,Hessen,36251,50.88038,9.70586
Bad Homburg,v d Höhe,Hessen,61348,50.23163,8.61092
Bad Honnef,,Nordrhein-Westfalen,53604,50.64978,7.27809
Bad Hönningen,,Rheinland-Pfalz,53557,50.51754,7.30855
Bad Iburg,,Niedersachsen,49186,52.14061,8.04103
Bad Karlshafen,,Hessen,34385,51.64349,9.45642
Bad Kissingen,,Bayern,97688,50.21244,10.05884
Bad Kleinen,,Mecklenburg-Vorpommern,23996,53.79058,11.4282
Bad Klosterlausnitz,,Thüringen,07639,50.92224,11.87041
Bad Kohlgrub,,Bayern,82433,47.66683,11.05058
Bad Kreuznach,,Rheinland-Pfalz,55543,49.8383,7.86462
Bad Krozingen,,Baden-Württemberg,79189,47.91257,7.68727
Bad König,,Hessen,64732,49.73998,9.01302
Bad Königshofen,i. Grabfeld,Bayern,97631,50.27779,10.49384
Bad Kösen,,Sachsen-Anhalt,06628,51.13382,11.72678
Bad Köstritz,,Thüringen,07586,50.92995,12.01063
Bad Laasphe,,Nordrhein-Westfalen,57334,50.94313,8.35949
Bad Laer,,Niedersachsen,49196,52.09499,8.08349
Bad Langensalza,,Thüringen,99947,51.09493,10.62322
Bad Lauchstädt,,Sachsen-Anhalt,06246,51.3882,11.86378
Bad Lausick,,Sachsen,04651,51.13544,12.64179
Bad Lauterberg,im Harz,Niedersachsen,37431,51.61028,10.4355
Bad Liebenstein,,Thüringen,36448,50.83338,10.3696
Bad Liebenwerda,,Brandenburg,04924,51.53215,13.37895
Bad Liebenzell,,Baden-Württemberg,75378,48.7809,8.73611
Bad Lippspringe,,Nordrhein-Westfalen,33175,51.78563,8.82676
Bad Marienberg,(Westerwald),Rheinland-Pfalz,56470,50.65294,7.94619
Bad Mergentheim,,Baden-Württemberg,97980,49.46366,9.75323
Bad Muskau,,Sachsen,02953,51.53308,14.66234
Bad Münder,am Deister,Niedersachsen,31848,52.2185,9.43749
Bad Münster-Ebernburg,am Stein,Rheinland-Pfalz,55583,49.80014,7.83685
Bad Münstereifel,,Nordrhein-Westfalen,53902,50.53266,6.80491
Bad Nauheim,,Hessen,61231,50.38226,8.73877
Bad Nenndorf,,Niedersachsen,31542,52.33651,9.37024
Bad Neuenahr-Ahrweiler,,Rheinland-Pfalz,53474,50.53473,7.11759
Bad Neustadt,a d Saale,Bayern,97616,50.32422,10.20885
Bad Oeynhausen,,Nordrhein-Westfalen,32545,52.21344,8.80557
Bad Oldesloe,,Schleswig-Holstein,23843,53.80135,10.35234
Bad Orb,,Hessen,63619,50.20726,9.37977
Bad Peterstal-Griesbach,,Baden-Württemberg,77740,48.42826,8.20229
Bad Pyrmont,,Niedersachsen,31812,51.98451,9.28659
Bad Rappenau,,Baden-Württemberg,74906,49.24373,9.06263
Bad Reichenhall,,Bayern,83435,47.72732,12.84166
Bad Rippoldsau-Schapbach,,Baden-Württemberg,77776,48.43273,8.32139
Bad Rodach,,Bayern,96476,50.33375,10.79148
Bad Rothenfelde,,Niedersachsen,49214,52.09502,8.16024
Bad Saarow-Pieskow,,Brandenburg,15526,52.26236,14.03594
Bad Sachsa,,Niedersachsen,37441,51.57972,10.53845
Bad Salzdetfurth,,Niedersachsen,31162,52.07261,10.03271
Bad Salzschlirf,,Hessen,36364,50.62298,9.50889
Bad Salzuflen,,Nordrhein-Westfalen,32105,52.08099,8.74996
Bad Salzungen,,Thüringen,36433,50.82265,10.25402
Bad Sassendorf,,Nordrhein-Westfalen,59505,51.57787,8.18055
Bad Saulgau,,Baden-Württemberg,88348,48.0241,9.51901
Bad Schandau,,Sachsen,01814,50.88828,14.19987
Bad Schmiedeberg,,Sachsen-Anhalt,06905,51.69048,12.73535
Bad Schussenried,,Baden-Württemberg,88427,48.00301,9.65103
Bad Schwalbach,,Hessen,65307,50.1411,8.05715
Bad Schwartau,,Schleswig-Holstein,23611,53.93104,10.68726
Bad Schönborn,,Baden-Württemberg,76669,49.21317,8.66468
Bad Segeberg,,Schleswig-Holstein,23795,53.92727,10.29327
Bad Sobernheim,,Rheinland-Pfalz,55566,49.7973,7.64903
Bad Soden,am Taunus,Hessen,65812,50.15677,8.48974
Bad Soden-Salmünster,,Hessen,63628,50.26796,9.40019
Bad Sooden-Allendorf,,Hessen,37242,51.27156,9.94196
Bad Staffelstein,,Bayern,96231,50.10241,11.03301
Bad Steben,,Bayern,95138,50.35573,11.63856
Bad Suderode,,Sachsen-Anhalt,06507,51.16569,10.45153
Bad Sulza,,Thüringen,99518,51.0879,11.62857
Bad Säckingen,,Baden-Württemberg,79713,47.57494,7.98222
Bad Sülze,,Mecklenburg-Vorpommern,18334,54.11052,12.65577
Bad Teinach-Zavelstein,,Baden-Württemberg,75385,48.70017,8.66668
Bad Tennstedt,,Thüringen,99955,51.16137,10.81909
Bad Tölz,,Bayern,83646,47.74797,11.53287
Bad Urach,,Baden-Württemberg,72574,48.48323,9.43166
Bad Vilbel,,Hessen,61118,50.19365,8.75976
Bad Waldsee,,Baden-Württemberg,88339,47.92143,9.78758
Bad Wiessee,,Bayern,83707,47.71667,11.71991
Bad Wildbad,im Schwarzwald,Baden-Württemberg,75323,48.7059,8.52266
Bad Wildungen,,Hessen,34537,51.09644,9.11699
Bad Wilsnack,,Brandenburg,19336,52.94993,11.96002
Bad Wimpfen,,Baden-Württemberg,74206,49.22125,9.15288
Bad Windsheim,,Bayern,91438,49.5199,10.40057
Bad Wurzach,,Baden-Württemberg,88410,47.91294,9.88603
Bad Wörishofen,,Bayern,86825,48.01009,10.58633
Bad Wünnenberg,,Nordrhein-Westfalen,33181,51.50471,8.75143
Bad Zwesten,,Hessen,34596,51.05204,9.17538
Bad Zwischenahn,,Niedersachsen,26160,53.1856,8.02059
Bad Überkingen,,Baden-Württemberg,73337,48.62163,9.76819
Badbergen,,Niedersachsen,49635,52.63567,7.98152
Baddeckenstedt,,Niedersachsen,38271,52.08398,10.23148
Badeborn,,Sachsen-Anhalt,06493,51.64225,11.12517
Badekow,,Mecklenburg-Vorpommern,19258,53.40359,10.76152
Badel,,Sachsen-Anhalt,39624,52.68707,11.4372
Badem,,Rheinland-Pfalz,54657,50.0019,6.60883
Baden-Baden,,Baden-Württemberg,76530,48.75816,8.22232
Badendorf,Holst,Schleswig-Holstein,23619,53.87329,10.53354
Badenhard,,Rheinland-Pfalz,56291,50.11304,7.57863
Badenhausen,Harz,Niedersachsen,37534,51.77586,10.18957
Badenheim,,Rheinland-Pfalz,55576,49.86006,7.98988
Badenmühle,b Bad Doberan,Mecklenburg-Vorpommern,18209,54.09947,11.87608
Badenweiler,,Baden-Württemberg,79410,47.80159,7.67211
Badersleben,,Sachsen-Anhalt,38836,52.00893,10.86441
Badingen,b Gransee,Brandenburg,16775,53.05639,13.10828
Badingen,b Stendal,Sachsen-Anhalt,39579,52.62268,11.65093
Badisch Schöllenbach,,Baden-Württemberg,64754,49.5714,9.06392
Badow,,Mecklenburg-Vorpommern,19209,53.65278,11.17452
Badra,,Thüringen,99706,51.36577,10.89943
Baek,,Brandenburg,19348,53.11688,11.92614
Baesweiler,,Nordrhein-Westfalen,52499,50.9213,6.19465
Bagemühl,,Brandenburg,17326,53.39779,14.13781
Bagenz,,Brandenburg,03130,51.5838,14.37591
Bagow,,Brandenburg,14778,52.48522,12.5601
Bahlenhüschen,,Mecklenburg-Vorpommern,19089,53.5778,11.69466
Bahlingen,am Kaiserstuhl,Baden-Württemberg,79353,48.12344,7.7386
Bahnhof Zimmernsupra-Töttelstädt,,Thüringen,99100,51.07449,10.85541
Bahnitz,,Brandenburg,14715,52.5979,12.52041
Bahnsdorf,Elster,Brandenburg,04895,51.59237,13.22793
Bahnsdorf,NL,Brandenburg,01983,51.58798,14.01097
Bahnstock,,Baden-Württemberg,88441,48.0745,9.75175
Bahratal,,Sachsen,01816,50.84846,13.94071
Bahrdorf,Niedersachs,Niedersachsen,38459,52.37285,10.99481
Bahren,NL,Brandenburg,03249,51.70642,13.63103
Bahrenborstel,,Niedersachsen,27245,52.56802,8.80827
Bahrendorf,Börde,Sachsen-Anhalt,39171,52.03183,11.51991
Bahrenfleth,,Schleswig-Holstein,25569,53.87501,9.46728
Bahrenhof,Holst,Schleswig-Holstein,23845,53.83793,10.18284
Bahrenhorst,,Mecklenburg-Vorpommern,18211,54.13573,11.95561
Bahretal,,Sachsen,01819,50.87448,13.9493
Bahro,,Brandenburg,15898,52.0884,14.6454
Baienfurt,,Baden-Württemberg,88255,47.84153,9.67158
Baierbach,Niederbay,Bayern,84171,48.41847,12.19321
Baierbrunn,Isartal,Bayern,82065,48.01869,11.48032
Baierhof,b Süßen,Baden-Württemberg,73079,48.67399,9.74754
Baiern,"Kr Ebersberg, Oberbay",Bayern,85625,47.97172,11.88825
Baiersbronn,,Baden-Württemberg,72270,48.53724,8.34618
Baiersdorf,Mittelfr,Bayern,91083,49.65936,11.03387
Baindt,Württ,Baden-Württemberg,88255,47.84153,9.67158
Baisweil,,Bayern,87650,47.94458,10.54026
Baitz,,Brandenburg,14806,52.17817,12.6006
Bakum,Kr Vechta,Niedersachsen,49456,52.74041,8.19532
Balderschwang,,Bayern,87538,47.44647,10.24027
Baldham,,Bayern,85598,48.09887,11.78681
Baldringen,,Rheinland-Pfalz,54314,49.60112,6.68743
Balduinstein,,Rheinland-Pfalz,65558,50.3549,8.04866
